19760001,6,배고파밥줘(mong****),5823251,mong****,배고파밥줘,감각의 제국,"드라마,성인물(에로)",   일본군국주의 어쩌고 외면이 어쩌고 내면이 어쩌고 다 필요없고 그냥 아베 얜 사페 그자체야ㅋ 대체 깃짱은 멀쩡한아내가 있으면서 왜 그런 ㅁㅊ여자를 만나는건지 도무지 이해가 안가ㅋ글고 여주 아이유 오나미 아이콘바비 세사...   
19760001,6,박성호(mmmm****),5791842,mmmm****,박성호,감각의 제국,"드라마,성인물(에로)",    멀쩡한 아내 냅두고 섹만 밝히는 내연녀랑 바람 피다가 나날이 피골이 상접해지고 결국엔 살해당하고 고추도 짤리는 영화     
19760001,8,사랑느낌(feel****),5924500,feel****,사랑느낌,감각의 제국,"드라마,성인물(에로)",    알까기의 전설이 시작된 영화 ~~     
19760001,10,사탄(loya****),5931966,loya****,사탄,감각의 제국,"드라마,성인물(에로)",    내가 본 최고의 멜로영화 그 파멸적인 사랑 그리고 여주인공의 광기가 돋보인다 갈수록 남자주인공이 쫄더라ㅋㅋ     
19760001,10,슈나(shar****),6026869,shar****,슈나,감각의 제국,"드라마,성인물(에로)",    찾지만 찾아도 채워지지않는 욕구 갈망 그리고 독점의 욕구와 시기 인간 욕망을 잘 다루는 작품. 아직 대한민국 사람들에겐 이른건지 왜케 평이 구리지     
19760001,9,19760001_70(idid****),15624,idid****,19760001_70,감각의 제국,"드라마,성인물(에로)",    뭐라고 말해야 할지 참 어려운 영화다. 그리고 놀라운 영화다.     
19760001,5,19760001_71(glwb****),15625,glwb****,19760001_71,감각의 제국,"드라마,성인물(에로)",    과연 그녀가 그를 사랑한 걸까 그의 성기를 사랑한 걸까.     
19760001,9,19760001_72(qweb****),15626,qweb****,19760001_72,감각의 제국,"드라마,성인물(에로)",    이영화를정말모르는거야?일제에대한일본스스로의노골적인비판을?     
19760001,6,19760001_73(nema****),15627,nema****,19760001_73,감각의 제국,"드라마,성인물(에로)",    특이한 영화. 이 말 밖에는..     
19760001,10,19760001_74(tubt****),15628,tubt****,19760001_74,감각의 제국,"드라마,성인물(에로)",    예술이 되어버린 포르노그라피.     
19760001,6,19760001_75(rlar****),15629,rlar****,19760001_75,감각의 제국,"드라마,성인물(에로)",    예술 외설 논하기 전에 일단 나는 이 영화 보고 피곤하고 지루하다고 느꼈음.     
19760001,1,라보엠(guit****),5613775,guit****,라보엠,감각의 제국,"드라마,성인물(에로)","    현재 파리에서 재개봉했는데, 지나가다 본 거대한 포스터를 볼 때마다 처음 이 영화를 접했을 당시 느낀 역겨움이 올라온다. 예술 영화라는 타이틀을 아무 데다 붙이진 말자.     "
19760001,1,이은(leee****),6376637,leee****,이은,감각의 제국,"드라마,성인물(에로)",    왜 이런 의미없는 영화를 모여서 봐야 하나     
19760001,1,Traveler J(capg****),4973260,capg****,Traveler J,감각의 제국,"드라마,성인물(에로)","    비추입니다 너무잔인하고,,     "
19760001,7,19760001_79(tori****),15630,tori****,19760001_79,감각의 제국,"드라마,성인물(에로)",    교양의 탈을 쓴 욕망에 가득찬 관객의 낯짝을 벌거벗기다.     
19760001,10,오징(kaye****),6231144,kaye****,오징,감각의 제국,"드라마,성인물(에로)",    이게 바로 그 유명한 감각의 제국!!!!     
19760001,6,19760001_81(kimg****),15632,kimg****,19760001_81,감각의 제국,"드라마,성인물(에로)",    21세기 대한민국에서 불가능한 파격 수위를 40년전에 시도했다는 점에서 점수를 준다.     
19760001,7,영화덕후(ddab****),6206894,ddab****,영화덕후,감각의 제국,"드라마,성인물(에로)",    여주 왠지 아이유닮음ㅋ     
19760001,6,19760001_83(pont****),15633,pont****,19760001_83,감각의 제국,"드라마,성인물(에로)",    군국주의 일본이 기세등등하던 시기. 색수전쟁을 벌이는 음울한 남녀.전리품이..     
19760001,1,뇌졸(elec****),5504091,elec****,뇌졸,감각의 제국,"드라마,성인물(에로)",    미친년이 미친짓했네.     
19760001,10,offret(sjjo****),5122050,sjjo****,offret,감각의 제국,"드라마,성인물(에로)",    인간에게 성욕은 축복일까 저주일까     
19760001,7,파아랑(jadp****),6711219,jadp****,파아랑,감각의 제국,"드라마,성인물(에로)","    벼랑 끝으로 떠밀리더라도, 울지 말고 마지막까지, 댄스 댄스 댄스.     "
19760001,1,지원별(cdef****),6539199,cdef****,지원별,감각의 제국,"드라마,성인물(에로)",   아니 그.. 이게 왜 수작이지 꼭 필요해서 넣거나 상징적 의미로써의 배드씬이면 진짜 아련하고 슬프고 심지어는 아름다운 느낌이 들텐데 이건 걍 첨부터끝까지 섹스하는거 밖에.. 내용이 뭐임 대체 죽을걸 알면서도 사랑했다...   
19760001,10,돼지고싶냐(viry****),5574204,viry****,돼지고싶냐,감각의 제국,"드라마,성인물(에로)","    마츠다 에이코...불운의 여배우..ㅠㅠ 국제영화제 여우주연상을 수상 했지만 일본의 천박한 언론계, 영화계에 의해 불운의 배우가 된 케이스.. 결국 스트레스로 뇌종양으로 사망..ㅠ     "
19760001,9,OG(tron****),4930230,tron****,OG,감각의 제국,"드라마,성인물(에로)", 
19760001,8,화폐전쟁(kime****),6855429,kime****,화폐전쟁,감각의 제국,"드라마,성인물(에로)",   나만 여주가 갈갈이박준형 닮았나? 옆모습 특히 웃을때 박준형임;;;; 남자가 불쌍함 첨엔 와~ 야하다 많이 야하다 했는데 시도 때도 없이 정사씬이 나오니 나중엔 또 해? 지루하더라 결말을 떠나서 남자가 혹사 당하는 ...   
19760001,9,제이(soc0****),6485468,soc0****,제이,감각의 제국,"드라마,성인물(에로)",    어떻게 다른 건 다 잊게 만들 정도로 구역질 나오게 하냐     
19760001,1,은비(made****),6324984,made****,은비,감각의 제국,"드라마,성인물(에로)",    이게 영화냐? 보지 말자. 이상하다.     
19760001,10,qwertyuiop(itsk****),5136070,itsk****,qwertyuiop,감각의 제국,"드라마,성인물(에로)",    기대 안했는데... 몰입감이 엄청났다.     
19760001,6,TempusFugit(tear****),4970511,tear****,TempusFugit,감각의 제국,"드라마,성인물(에로)",    성욕 집착의 절벽이 소유욕적 자학으로.     
19760001,7,감녕(mn10****),5231254,mn10****,감녕,감각의 제국,"드라마,성인물(에로)",    뭐든지 적당히 하자...     
19760001,3,스부리일천(n6vr****),6034641,n6vr****,스부리일천,감각의 제국,"드라마,성인물(에로)",    아주 문드러지게 주무르더니 결국 떼버렸구먼..     
19760001,10,소라노하나(53hy****),5987793,53hy****,소라노하나,감각의 제국,"드라마,성인물(에로)",   따로 아내가 있는것만 제외하면 더할나위없이 다정한 키치에 대한 집착이 병적수준이고 욕구가 강한 사다가 잘 이해가 되지 않았다 키치는 죽는 순간까지 사다를 사랑했던것 같다 사다의 경우는 지나친 욕구가 만든 자기 세뇌인...   
19760001,8,19760001_98(jeyl****),15634,jeyl****,19760001_98,감각의 제국,"드라마,성인물(에로)",    조금 많이 파격적인 장면이 많지만 사랑으로 가장한 집착이 한 사람을 어떻게 파멸로 이끄는지 잘 보여주는 작품     
19760001,9,19760001_99(zang****),15635,zang****,19760001_99,감각의 제국,"드라마,성인물(에로)",    여러상을받은거보니까완전작품성있는예술인가보다.그걸떠나서.선정적이고.자극적최고     
19760001,10,19760001_100(yyy1****),15462,yyy1****,19760001_100,감각의 제국,"드라마,성인물(에로)",    놀랍다.     
19760001,7,19760001_101(sgs3****),15463,sgs3****,19760001_101,감각의 제국,"드라마,성인물(에로)","    내용불문하고, 실화를 영화화한 자체가 맘에 든다.     "
19760001,10,19760001_102(imro****),15464,imro****,19760001_102,감각의 제국,"드라마,성인물(에로)",    누구나 한번쯤 꿈꾸듯 당신에게도 이영화가 그런 영화가 아닌지...     
19760001,8,19760001_103(dhkq****),15465,dhkq****,19760001_103,감각의 제국,"드라마,성인물(에로)",    포르노라 하기엔 너무 심오한데....     
19760001,9,19760001_104(e000****),15466,e000****,19760001_104,감각의 제국,"드라마,성인물(에로)",    만들지말았어야할 냉정한 작품! 무엇을 말하고 싶은가..도대체     
19760001,6,19760001_105(ch1s****),15467,ch1s****,19760001_105,감각의 제국,"드라마,성인물(에로)",    정말 이해하기 힘듦과 약간의 쏠림;     
19760001,5,19760001_106(hell****),15468,hell****,19760001_106,감각의 제국,"드라마,성인물(에로)",    여러모로 파격적인     
19760001,8,19760001_107(tjdu****),15469,tjdu****,19760001_107,감각의 제국,"드라마,성인물(에로)",    사랑에 미쳤다라고 표현할 수 밖에 없음. 그 여자나 남자나 ..     
19760001,8,19760001_108(ultr****),15470,ultr****,19760001_108,감각의 제국,"드라마,성인물(에로)","    이해하기 힘든 사랑이야기.,. 어렵다     "
19760001,6,19760001_109(rood****),15471,rood****,19760001_109,감각의 제국,"드라마,성인물(에로)",    미친 사랑의 비극적인 결말...     
19760001,3,풀장(pool****),6736470,pool****,풀장,감각의 제국,"드라마,성인물(에로)",    배우들의 연기와 의상이 맘에 들었어요. 하지만 그것 말고는... 딱히 예술적이라고 느끼지 못했던 영화     
19760001,10,19760001_111(sun6****),15472,sun6****,19760001_111,감각의 제국,"드라마,성인물(에로)",    이런게 예술이라고 하는것인가..묘한감정이다..그러나 선정적이다     
19760001,10,19760001_112(sky0****),15473,sky0****,19760001_112,감각의 제국,"드라마,성인물(에로)",    놀라웟어 시도가좋앗다.     
19760001,6,19760001_113(last****),15474,last****,19760001_113,감각의 제국,"드라마,성인물(에로)",    보고 나서 기분 나쁜 영화     
19760001,7,19760001_114(mygr****),15475,mygr****,19760001_114,감각의 제국,"드라마,성인물(에로)",    그녀는 영원히 소유하고 싶었던 그의 성기를 훔친 것일 뿐...     
